id,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220015648,48778,5-9 years,75,NA,NA
20220015651,12117.5,20-29 years,NA,34.23438889048225,freehold
20220015653,41023,30+ years,NA,NA,freehold
20220015655,31805.370000000003,two years,NA,499.07336707334656,freehold
20220015657,44723.84,less than 1 year,109.61538461538461,NA,NA
20220015658,58254.88969999999,one year,NA,NA,freehold
20220015666,74480.0568,10-19 years,NA,214.708305867136,freehold
20220015669,42700,5-9 years,184.6153846153846,NA,NA
20220015672,38955,30+ years,NA,NA,freehold
20220015673,22484,5-9 years,149.12149615384615,NA,NA
20220015675,72595.332,5-9 years,253.84615384615384,NA,NA
20220015676,41049.16,one year,NA,302.3149403486999,freehold
20220015680,26612.5,10-19 years,95.53846153846153,NA,NA
20220015686,46537.5,10-19 years,NA,NA,freehold
20220015694,66800,3-4 years,NA,88.15384615384616,freehold
20220015697,54457.5,30+ years,NA,NA,freehold
20220015701,26270,30+ years,NA,NA,freehold
20220015705,100000,5-9 years,NA,611.8174357427614,freehold
20220015706,75987.3,3-4 years,167.30769230769232,NA,NA
20220015707,10322,5-9 years,115.38461538461539,NA,NA
20220015709,56118.75,10-19 years,NA,NA,freehold
20220015711,13520,less than 1 year,96.92307692307692,NA,NA
20220015731,37700,3-4 years,115.38461538461539,NA,NA
20220015736,89957.5,5-9 years,NA,NA,freehold
20220015744,27764,10-19 years,NA,NA,NA
20220015746,9604,20-29 years,95.1923076923077,NA,NA
20220015750,48407.8,less than 1 year,NA,33.46153846153846,freehold
20220015751,54455,5-9 years,NA,144.23076923076923,freehold
20220015753,73225,10-19 years,NA,57.69230769230769,freehold
20220015754,15756,10-19 years,72,NA,NA
20220015758,43420,10-19 years,NA,50.76923076923077,freehold
20220015759,87187.5,less than 1 year,414.2307692307692,NA,NA
20220015771,50825,10-19 years,126.92307692307692,NA,NA
20220015772,9600.76,two years,131.53846153846155,NA,NA
20220015773,30942.8,two years,122.3076923076923,NA,NA
20220015775,23690.8,10-19 years,86.53846153846153,NA,NA
20220015777,100000,10-19 years,NA,460.38461538461536,freehold
20220015778,39780,two years,461.53846153846155,NA,NA
20220015782,11904.04,one year,164.96404,NA,NA
20220015785,47175,3-4 years,242.30769230769232,NA,NA
20220015789,52927.5,30+ years,NA,NA,freehold
20220015791,39136.70588235294,30+ years,NA,61.346153846153854,freehold
20220015794,17830.8,3-4 years,NA,155.76923076923077,freehold
20220015797,100000,3-4 years,969.2307692307693,NA,NA
20220015800,24708.71,3-4 years,143.07692307692307,NA,NA
20220015804,54867.5,one year,201.92307692307693,NA,NA
20220015806,65640,5-9 years,NA,230.76923076923077,freehold
20220015807,80109.05,two years,NA,328.5632789532261,freehold
20220015809,9209,20-29 years,124.26404,NA,NA
20220015810,100000,20-29 years,NA,156.92307692307693,freehold
20220015812,59800,5-9 years,NA,106.15384615384616,freehold
20220015813,25575,5-9 years,NA,NA,freehold
20220015815,23515.56,10-19 years,102.25,NA,NA
20220015816,93411.6,one year,NA,316.9126285861785,freehold
20220015818,14690,30+ years,NA,NA,freehold
20220015821,100000,3-4 years,NA,243.92307692307693,freehold
20220015822,8963.880000000001,two years,276.9230769230769,NA,NA
20220015825,30475,20-29 years,NA,NA,freehold
20220015827,27399.70293,5-9 years,NA,NA,freehold
20220015829,25225,3-4 years,76.15384615384616,NA,NA
20220015830,9100,10-19 years,150,NA,NA
20220015834,50773.5,two years,345,NA,NA
20220015838,55612.5,two years,152.30769230769232,60,leasehold
20220015839,74500,3-4 years,129.23076923076923,NA,NA
20220015849,41385,two years,150,NA,NA
20220015853,22120,less than 1 year,NA,1223.0711403072428,freehold
20220015855,15395,30+ years,NA,NA,freehold
20220015857,38555,5-9 years,103.84615384615384,NA,NA
20220015864,63150,10-19 years,NA,195.62507937418425,freehold
20220015867,10700.56,3-4 years,92.3076923076923,NA,NA
20220015869,25498.75,30+ years,NA,NA,freehold
20220015870,90502.5,30+ years,NA,NA,freehold
20220015874,80500,3-4 years,NA,269.89251463968003,freehold
20220015875,29937.5,less than 1 year,161.53846153846155,33.34615384615385,leasehold
20220015877,7779.3099999999995,two years,86.53846153846153,NA,NA
20220015881,34558.8,5-9 years,78,NA,NA
20220015884,52058.880000000005,5-9 years,196.15384615384616,NA,NA
20220015891,27056,20-29 years,NA,NA,leasehold
20220015892,25948.881184,30+ years,NA,NA,freehold
20220015895,11960,5-9 years,126.92307692307693,NA,NA
20220015902,24070,5-9 years,73.5576923076923,NA,NA
20220015904,41864.009999999995,5-9 years,NA,92.3076923076923,leasehold
20220015905,15125.5,20-29 years,123,NA,NA
20220015906,100000,5-9 years,438.46153846153845,NA,NA
20220015911,27416.879999999997,less than 1 year,78.46153846153847,NA,NA
20220015913,52900,less than 1 year,323.0769230769231,NA,NA
20220015923,12661.68,10-19 years,104.28994082840237,NA,NA
20220015924,30012.5,3-4 years,167.30769230769232,NA,NA
20220015925,91000,5-9 years,NA,230.76923076923077,freehold
20220015929,46800,5-9 years,NA,NA,freehold
20220015933,21273.75,3-4 years,219.23076923076923,NA,NA
20220015934,13283.720000000001,30+ years,106,NA,NA
20220015937,27300,one year,85,NA,NA
20220015939,15080,less than 1 year,156.92307692307693,NA,NA
20220015942,100000,3-4 years,253.84615384615384,NA,NA
20220015944,39007.8,5-9 years,135.46153846153845,NA,NA
20220015945,42893.52,10-19 years,0,NA,NA
20220015948,61835,5-9 years,NA,173.07692307692307,leasehold
20220015949,13843,3-4 years,76.15384615384616,NA,NA
20220015951,9594,30+ years,106,NA,NA
20220015954,30485,30+ years,NA,NA,freehold
20220015955,100000,10-19 years,NA,161.53846153846155,freehold
20220015959,34278.759999999995,5-9 years,82,NA,NA
20220015960,99745.85,10-19 years,334.61538461538464,NA,NA
20220015966,26100.5,30+ years,NA,NA,freehold
20220015967,9209,30+ years,NA,NA,freehold
20220015973,8574.8,two years,63.46153846153846,NA,NA
20220015976,11988.760000000002,10-19 years,173.07692307692307,NA,NA
20220015977,5720,5-9 years,61.53846153846154,NA,NA
20220015980,69003.806444,two years,NA,NA,freehold
20220015981,100000,one year,NA,576.9230769230769,freehold
20220015983,53157.5,less than 1 year,553.8461538461538,NA,NA
20220015986,21625.5,3-4 years,NA,NA,leasehold
20220015987,50252.04000000001,two years,294.2307692307692,NA,NA
20220015988,37811.5475,10-19 years,NA,NA,freehold
20220015990,49300,5-9 years,NA,161.53846153846155,freehold
20220015991,54712.5,two years,92.3076923076923,NA,NA
20220015998,58800,10-19 years,NA,161.53846153846155,leasehold
20220015999,27882.5,less than 1 year,NA,NA,freehold
20220016000,20620.8,10-19 years,69,NA,NA
20220016007,17245.8,20-29 years,90,NA,NA
20220016009,8021.64,10-19 years,82.38461538461539,NA,NA
20220016010,31097.5,two years,NA,92.57692307692308,freehold
20220016011,16120,3-4 years,133,NA,NA
20220016026,48797.5,less than 1 year,323.0769230769231,NA,NA
20220016040,68247.5,one year,NA,253.84615384615384,freehold
20220016052,22100,less than 1 year,NA,NA,freehold
20220016057,59545.2572,3-4 years,311.53846153846155,NA,NA
20220016058,39157.5,3-4 years,NA,NA,freehold
20220016059,27375,3-4 years,73.84615384615384,75.6923076923077,freehold
20220016063,22873.035,two years,NA,NA,freehold
20220016069,14504,20-29 years,150,NA,NA
20220016070,9209,two years,NA,NA,freehold
20220016073,71910.95999999999,5-9 years,NA,207.69230769230768,freehold
20220016074,40394,20-29 years,142.3846153846154,NA,NA
20220016075,7433.06256,5-9 years,160.3846153846154,NA,NA
20220016081,52502.60280000001,5-9 years,0,NA,NA
20220016083,82512.5,3-4 years,NA,300,freehold
20220016086,59206.9966,5-9 years,NA,NA,freehold
20220016092,15803,30+ years,NA,NA,freehold
20220016094,21336.5,20-29 years,106.50887573964496,NA,NA
20220016095,19834.48,less than 1 year,NA,103.84615384615384,freehold
20220016096,21684,30+ years,106.5576923076923,NA,NA
20220016099,21744.84,20-29 years,NA,NA,freehold
20220016109,35676.5,20-29 years,155,NA,NA
20220016117,29900,one year,196.15384615384616,NA,NA
20220016118,32575,10-19 years,NA,80.76923076923077,freehold
20220016122,12269.429192,5-9 years,106.15384615384616,NA,NA
20220016123,24700,5-9 years,189.23076923076923,NA,NA
20220016124,71702.5,5-9 years,NA,NA,freehold
20220016127,9898.75,3-4 years,99.92307692307692,NA,NA
20220016128,6812,10-19 years,132,NA,NA
20220016133,58506.05,10-19 years,NA,104.3076923076923,leasehold
20220016135,33362.5,30+ years,NA,NA,freehold
20220016136,24718.75,one year,NA,69.23076923076923,leasehold
20220016137,5429,3-4 years,102.5,NA,NA
20220016138,66034.5328,5-9 years,NA,573.31459701902,freehold
20220016145,29657.623,5-9 years,NA,NA,freehold
20220016147,22484,20-29 years,NA,NA,freehold
20220016148,15305.16,10-19 years,87,NA,NA
20220016151,52075,one year,201.92307692307693,NA,NA
20220016155,100000,3-4 years,NA,253.84615384615384,freehold
20220016157,8830,10-19 years,223.5634050821443,NA,NA
20220016160,8925,20-29 years,NA,46.15384615384615,freehold
20220016166,100000,less than 1 year,325.38461538461536,NA,NA
20220016177,14749.8,5-9 years,130,NA,NA
20220016180,30178.75,10-19 years,94.23076923076923,NA,NA
20220016184,69921.5,30+ years,NA,NA,freehold
20220016187,9061.68,10-19 years,67.3076923076923,NA,NA
20220016188,46899.8,one year,115.38461538461539,NA,NA
20220016189,59800,less than 1 year,253.84615384615384,NA,NA
20220016191,33631,10-19 years,95,NA,NA
20220016193,12500.8,less than 1 year,92.3076923076923,NA,NA
20220016195,6118.92,3-4 years,NA,216.92307692307693,freehold
20220016204,9209,10-19 years,172.60382268,NA,NA
20220016205,53879.8,5-9 years,NA,150,leasehold
20220016208,100000,one year,646.1538461538462,NA,NA
20220016210,20430,5-9 years,130.3846153846154,NA,NA
20220016214,22155,two years,NA,NA,leasehold
20220016215,21379.8,less than 1 year,98.07692307692308,NA,NA
20220016219,61337.8,two years,NA,161.53846153846155,freehold
20220016220,44655.6808,5-9 years,103.84615384615384,NA,NA
20220016230,61646.55,10-19 years,NA,161.53846153846155,freehold
20220016233,15080,30+ years,NA,109.38461538461539,freehold
20220016236,9209,30+ years,141.53518319471905,NA,NA
20220016239,81458.44,one year,NA,193.15384615384616,leasehold
20220016241,18109,30+ years,NA,NA,freehold
20220016243,9468.8,less than 1 year,92,NA,NA
20220016244,55445,5-9 years,NA,NA,freehold
20220016250,35250,10-19 years,100,NA,NA
20220016251,13695,5-9 years,NA,NA,leasehold
20220016253,35118.75,less than 1 year,NA,97.61538461538461,freehold
20220016254,57620.5,two years,NA,NA,freehold
20220016258,4938.12,30+ years,NA,NA,leasehold
20220016260,31727.8,10-19 years,NA,115.38461538461539,leasehold
20220016262,26516.88,10-19 years,84.3550295857988,NA,NA
20220016263,38494.5,30+ years,NA,NA,freehold
20220016265,36597.5,10-19 years,NA,NA,freehold
20220016267,66078.25,5-9 years,NA,114.23076923076923,freehold
20220016268,100000,5-9 years,NA,NA,freehold
20220016270,33773.406,30+ years,NA,NA,freehold
20220016273,47385,5-9 years,NA,NA,freehold
20220016282,48650.8,two years,NA,72.6923076923077,freehold
20220016283,41495,5-9 years,NA,99.23076923076923,freehold
20220016285,58500,less than 1 year,253.84615384615384,NA,NA
20220016290,16848.94,less than 1 year,263,NA,NA
20220016293,46807.8,5-9 years,NA,133.84615384615384,freehold
20220016298,40694.8,5-9 years,160.3846153846154,NA,NA
20220016302,48218.112622,30+ years,NA,NA,freehold
20220016306,52679,20-29 years,NA,NA,freehold
20220016307,27768,30+ years,96.15384615384616,NA,NA
20220016308,82780,10-19 years,NA,176.06257143676584,freehold
20220016313,29231,one year,NA,507.6923076923077,freehold
20220016316,100000,5-9 years,853.8461538461538,NA,NA
20220016323,4680.240000000001,less than 1 year,67.61538461538461,NA,NA
20220016325,37225,less than 1 year,NA,184.6153846153846,freehold
20220016326,14570,30+ years,NA,NA,freehold
20220016330,4938.12,20-29 years,75,NA,NA
20220016332,4940,5-9 years,73.07692307692308,NA,NA
20220016334,50337.5,10-19 years,NA,NA,freehold
20220016350,14095,30+ years,NA,NA,freehold
20220016352,18519.25,two years,NA,38.07692307692308,freehold
20220016353,39375,3-4 years,NA,NA,freehold
20220016355,21749,10-19 years,NA,NA,leasehold
20220016367,33701,20-29 years,NA,NA,freehold
20220016374,10642,3-4 years,473.0769230769231,NA,NA
20220016375,9464,10-19 years,80,NA,NA
20220016387,43167.8,5-9 years,NA,175.84615384615384,freehold
20220016388,16169.320000000002,3-4 years,206.53846153846155,NA,NA
20220016390,18848,5-9 years,82.6923076923077,NA,NA
20220016394,51010.42,5-9 years,NA,195.62507937418425,leasehold
20220016404,90012.5,10-19 years,242.30769230769232,NA,NA
20220016405,28822.25,5-9 years,NA,309.9508279718679,freehold
20220016409,31085,30+ years,NA,NA,freehold
20220016410,28094.84,10-19 years,93.26923076923077,NA,NA
20220016413,24989,5-9 years,NA,NA,freehold
20220016414,30687.66,two years,126.92307692307692,NA,NA
20220016417,46375,20-29 years,NA,NA,freehold
20220016418,73827.8,two years,275.7692307692308,NA,NA
20220016427,30050,10-19 years,136.15384615384616,NA,NA
20220016429,16361.8,3-4 years,117.78846153846153,NA,NA
20220016430,39324.8,20-29 years,96.92307692307692,NA,NA
20220016434,27300,5-9 years,103.84615384615384,NA,NA
20220016435,48620,10-19 years,150,NA,NA
20220016437,43008,10-19 years,166,NA,NA
20220016439,15958.800000000001,two years,69.3755472,NA,NA
20220016443,48487.5,5-9 years,150,NA,NA
20220016444,100000,less than 1 year,NA,392.3076923076923,leasehold
20220016445,41265.06,5-9 years,NA,207.69230769230768,freehold
20220016446,89200.3,3-4 years,298.84615384615387,NA,NA
20220016450,100000,30+ years,NA,NA,freehold
20220016451,25460.239999999998,one year,90,NA,NA
20220016452,82813.6457178,3-4 years,300,NA,NA
20220016454,63337.5,10-19 years,92.3076923076923,NA,NA
20220016456,11830,30+ years,108,NA,NA
20220016457,36660,30+ years,NA,204.92307692307693,leasehold
20220016462,49412.5,10-19 years,NA,NA,freehold
20220016463,14056,10-19 years,369.2307692307692,NA,NA
20220016464,38500,5-9 years,NA,60,freehold
20220016465,10728.64,less than 1 year,93.6923076923077,NA,NA
20220016467,29742.1532,3-4 years,138.46153846153845,NA,NA
20220016470,41650,5-9 years,NA,193.6153846153846,freehold
20220016476,44152.5,20-29 years,NA,NA,freehold
20220016478,10866.25,3-4 years,100,NA,NA
20220016480,37366.75,one year,403.84615384615387,NA,NA
20220016483,54080,10-19 years,92.3076923076923,NA,NA
20220016495,13155.5,less than 1 year,NA,NA,leasehold
20220016496,74400,less than 1 year,369.2307692307692,NA,NA
20220016497,29895,30+ years,123.6923076923077,NA,NA
20220016506,14056,30+ years,NA,80.76923076923077,freehold
20220016509,21067.8,5-9 years,NA,115.38461538461539,freehold
20220016512,14056,30+ years,NA,NA,freehold
20220016513,29231,two years,346.15384615384613,NA,NA
20220016515,46937.700000000004,3-4 years,NA,145.3846153846154,freehold
20220016519,83071,30+ years,NA,NA,freehold
20220016521,39883,10-19 years,124.61538461538461,NA,NA
20220016525,27116.25,one year,159,NA,NA
20220016529,45455.8,5-9 years,NA,140.85005714941266,freehold
20220016530,94109.05,10-19 years,NA,186.92307692307693,freehold
20220016531,14195,two years,219.23076923076923,NA,NA
20220016534,23092.5,30+ years,NA,NA,leasehold
20220016539,60174.8,10-19 years,NA,115.15384615384616,freehold
20220016544,9209,one year,NA,NA,leasehold
20220016548,34163,20-29 years,NA,NA,freehold
20220016549,47124.8,10-19 years,NA,110.76923076923077,freehold
20220016553,100000,one year,NA,341.3076923076923,freehold
20220016554,17404.4,20-29 years,NA,NA,freehold
20220016555,15477.8,less than 1 year,84,NA,NA
20220016558,64200,two years,160.3846153846154,NA,NA
20220016559,39374.8,5-9 years,NA,NA,freehold
20220016560,40435,less than 1 year,96.25,NA,NA
20220016568,9209,3-4 years,70,NA,NA
20220016573,100000,10-19 years,NA,438.46153846153845,freehold
20220016575,95625,3-4 years,0,NA,NA
20220016577,54982.8,5-9 years,115.38461538461539,NA,NA
20220016583,9209,one year,145.3846153846154,NA,NA
20220016584,12792,3-4 years,NA,NA,leasehold
20220016588,4938.12,5-9 years,47.5,NA,NA
20220016589,38955,one year,NA,NA,freehold
20220016590,100000,10-19 years,NA,NA,freehold
20220016591,12072.5,30+ years,NA,NA,freehold
20220016593,50629.6532,3-4 years,207.69230769230768,NA,NA
20220016598,49151.9388,10-19 years,NA,NA,freehold
20220016600,22100,20-29 years,NA,NA,freehold
20220016601,100000,10-19 years,NA,NA,freehold
20220016602,62656.5,20-29 years,NA,NA,freehold
20220016605,18237.5,10-19 years,121.15384615384616,NA,NA
20220016607,26732.5,5-9 years,NA,NA,freehold
20220016610,92918.75,20-29 years,130,NA,NA
20220016613,35566.25,one year,NA,124.61538461538461,freehold
20220016615,24850,10-19 years,NA,156,freehold
20220016618,27462.8,3-4 years,173.07692307692307,NA,NA
20220016619,21283,30+ years,NA,NA,freehold
20220016622,21532.5,3-4 years,NA,NA,freehold
20220016624,30075,10-19 years,NA,71.3076923076923,freehold
20220016627,24180,20-29 years,NA,NA,leasehold
20220016628,27524.260000000002,3-4 years,NA,115.38461538461539,freehold
20220016634,30543,less than 1 year,NA,62.30769230769231,freehold
20220016635,100000,10-19 years,NA,34.61538461538461,freehold
20220016636,100000,10-19 years,NA,184.6153846153846,freehold
20220016641,7285,10-19 years,NA,NA,freehold
20220016647,36140,one year,64.15384615384616,29.53846153846154,NA
20220016653,15230,5-9 years,NA,72.5,freehold
20220016665,100000,10-19 years,NA,415.38461538461536,freehold
20220016668,26580.34,less than 1 year,219.23076923076923,NA,NA
20220016670,11173.08,3-4 years,92.3076923076923,NA,NA
20220016682,17752.5,20-29 years,NA,NA,freehold
20220016684,100000,3-4 years,NA,230.76923076923077,freehold
20220016686,28345,5-9 years,NA,NA,freehold
20220016687,38363.26,5-9 years,135,NA,NA
20220016688,100000,20-29 years,NA,NA,freehold
20220016691,13138.84,5-9 years,80.42440134615384,NA,NA
20220016697,23463.829999999998,3-4 years,NA,103.84615384615384,leasehold
20220016701,36612.174100000004,30+ years,NA,NA,freehold
20220016703,24850,less than 1 year,115.38461538461539,NA,NA
20220016710,12423.8,5-9 years,96.23076923076923,NA,NA
20220016713,7158.960000000001,20-29 years,86,NA,NA
20220016718,82300.38,5-9 years,NA,426.9230769230769,freehold
20220016720,66235.440096,5-9 years,150,NA,NA
20220016723,15135,30+ years,NA,NA,freehold
20220016725,17915,30+ years,NA,NA,freehold
20220016727,55120,20-29 years,127,NA,NA
20220016728,12035,10-19 years,NA,NA,freehold
20220016730,26324.8,two years,NA,103.84615384615384,freehold
20220016737,15418.75,30+ years,NA,9.909925876257184,freehold
20220016743,15545.400000000001,20-29 years,125,NA,NA
20220016756,39637.3,one year,NA,120,freehold
20220016766,29325.93,3-4 years,106.84615384615384,NA,NA
20220016770,38337.5,5-9 years,NA,NA,freehold
20220016772,48620,20-29 years,NA,NA,freehold
20220016776,43112.5,3-4 years,NA,NA,freehold
20220016778,32612.5,less than 1 year,132.69230769230768,NA,NA
20220016779,22285.12,3-4 years,311.53846153846155,NA,NA
20220016782,10535,30+ years,85,NA,NA
20220016783,64780,3-4 years,196.15384615384616,NA,NA
20220016786,20589.8,30+ years,NA,NA,freehold
20220016790,16660.28,3-4 years,NA,71.07692307692308,leasehold
20220016791,44532.5,30+ years,76.92307692307692,NA,NA
20220016795,9209,one year,NA,NA,freehold
20220016796,35343.75,3-4 years,NA,115.38461538461539,freehold
20220016797,65212.5,30+ years,NA,NA,freehold
20220016800,40490.81999999999,less than 1 year,0,NA,NA
20220016801,57785,30+ years,NA,NA,freehold
20220016802,39677.8,3-4 years,137.30769230769232,NA,NA
20220016804,42900,10-19 years,91.15384615384616,NA,NA
20220016806,28080,10-19 years,NA,833.6472339169819,freehold
20220016809,42090,20-29 years,NA,NA,freehold
20220016815,60899.8,10-19 years,NA,NA,freehold
20220016820,100000,two years,319.7687426234494,NA,NA
20220016821,30511,10-19 years,NA,NA,freehold
20220016823,85292.17,3-4 years,NA,NA,freehold
20220016824,10089,30+ years,NA,NA,freehold
20220016826,29545,30+ years,NA,NA,freehold
20220016827,100000,30+ years,NA,NA,freehold
20220016829,14749.8,20-29 years,137,NA,NA
20220016831,33749.8,two years,NA,165.8169819016281,freehold
20220016835,22694,5-9 years,NA,NA,leasehold
20220016837,77475,one year,288.46153846153845,NA,NA
20220016838,61284.285556,less than 1 year,NA,NA,freehold
20220016839,35939.8,5-9 years,NA,88.61538461538461,freehold
20220016840,19703,5-9 years,NA,NA,freehold
20220016841,55190.88,two years,155.76923076923077,NA,NA
20220016842,99609.34,5-9 years,NA,NA,freehold
20220016847,39082.8,5-9 years,NA,207.69230769230768,freehold
20220016848,25930,30+ years,NA,NA,leasehold
20220016849,11180.119999999999,two years,334.61538461538464,NA,NA
20220016855,39931.729999999996,5-9 years,NA,186.92307692307693,leasehold
20220016858,22100,less than 1 year,126.92307692307692,NA,NA
20220016859,31515,30+ years,NA,NA,freehold
20220016866,100000,5-9 years,NA,214.6153846153846,freehold
20220016868,64237.8,20-29 years,NA,193.84615384615384,freehold
20220016870,9729.2,30+ years,NA,NA,freehold
20220016871,51912.5,20-29 years,NA,NA,freehold
20220016875,32373,20-29 years,130,NA,NA
20220016878,28080,30+ years,82,NA,NA
20220016879,24906.25,30+ years,NA,NA,freehold
20220016887,35086,5-9 years,94,NA,NA
20220016888,24700,less than 1 year,103.84615384615384,NA,NA
20220016891,29268,one year,NA,NA,leasehold
20220016895,100000,10-19 years,NA,175.7162485473808,freehold
20220016897,27357.8822,5-9 years,115.38461538461539,NA,NA
20220016900,75177.8,two years,NA,219.23076923076923,freehold
20220016901,37225,10-19 years,159.63093531302997,NA,NA
20220016906,46207.8,5-9 years,150,NA,NA
20220016907,13782.8,two years,99.96404,NA,NA
20220016909,33075,5-9 years,NA,NA,freehold
20220016910,33292.5,20-29 years,NA,NA,freehold
20220016913,31804.577468,5-9 years,253.84615384615384,NA,NA
20220016915,80423.1054,10-19 years,NA,NA,freehold
20220016917,21867.5,20-29 years,NA,NA,freehold
20220016918,61334.5,30+ years,NA,NA,freehold
20220016920,27300,less than 1 year,201.92307692307693,NA,NA
20220016923,39891.5,30+ years,126.92307692307692,NA,NA
20220016931,26365.1072,3-4 years,126.92307692307692,NA,NA
20220016933,27238.62,5-9 years,100,NA,NA
20220016944,62681.25,two years,NA,253.84615384615384,freehold
20220016951,41158,30+ years,NA,NA,freehold
20220016952,79000,3-4 years,NA,102.92307692307692,freehold
20220016954,59790,5-9 years,NA,NA,freehold
20220016955,25747.8,5-9 years,88,NA,NA
20220016960,22137.5,two years,150,NA,NA
20220016962,87400,less than 1 year,NA,253.84615384615384,freehold
20220016964,16120,3-4 years,138.46153846153845,NA,NA
20220016965,28085,20-29 years,NA,NA,freehold
20220016966,18575,less than 1 year,291.9230769230769,NA,NA
20220016970,16514,5-9 years,39.201183431952664,NA,NA
20220016971,75502.8,10-19 years,NA,NA,freehold
20220016974,68435.575625,20-29 years,NA,396.14078573272315,freehold
20220016976,50384.906,30+ years,NA,NA,freehold
20220016977,51672.3,5-9 years,NA,118.15384615384616,freehold
20220016979,33675.3,one year,159.23076923076923,NA,NA
20220016982,29675,5-9 years,NA,NA,leasehold
20220016987,36700,one year,161.53846153846155,NA,NA
20220016993,100000,less than 1 year,289.83591783245515,NA,NA
20220017002,8484,5-9 years,103.84615384615384,NA,NA
20220017004,38661,30+ years,NA,NA,freehold
20220017006,47635,30+ years,NA,NA,freehold
20220017007,53852,30+ years,NA,NA,leasehold
20220017011,57575,5-9 years,265.38461538461536,NA,NA
20220017022,31937.3,less than 1 year,NA,150.92307692307693,freehold
20220017033,100000,10-19 years,NA,NA,freehold
20220017034,58562.5,less than 1 year,207.69230769230768,NA,NA
20220017036,19555,30+ years,NA,NA,freehold
20220017039,36058.75,5-9 years,100.61538461538461,NA,NA
20220017041,96375,3-4 years,NA,346.15384615384613,freehold
20220017044,16026.75,20-29 years,NA,NA,leasehold
20220017049,26787.8,5-9 years,96,NA,NA
20220017052,62337.5,two years,NA,NA,freehold
20220017068,33599.8,3-4 years,NA,210.23076923076923,freehold
20220017071,59190,10-19 years,NA,NA,freehold
20220017074,20007,20-29 years,NA,NA,freehold
20220017077,22100,5-9 years,NA,NA,leasehold
20220017078,28139.8,3-4 years,79.21597633136095,NA,NA
20220017081,12709,20-29 years,106.15384615384616,NA,NA
20220017082,27407.46,one year,92.3076923076923,NA,NA
20220017086,53567.5,20-29 years,NA,NA,leasehold
20220017090,40300,two years,109.61538461538461,NA,NA
20220017091,25383.8,5-9 years,96,NA,NA
20220017098,18628.68,10-19 years,115.38461538461539,NA,NA
20220017099,22030,30+ years,NA,NA,freehold
20220017108,45825,20-29 years,NA,NA,freehold
20220017109,33344,10-19 years,NA,NA,freehold
20220017120,63175,10-19 years,NA,173.07692307692307,freehold
20220017121,52873,5-9 years,NA,NA,freehold
20220017124,20317.5,30+ years,91,NA,NA
20220017126,8977.8,5-9 years,219.75,NA,NA
20220017130,14690,10-19 years,93,NA,NA
20220017131,28195,3-4 years,NA,129.23076923076923,freehold
20220017151,12709,30+ years,120,NA,NA
20220017155,96212.5,less than 1 year,461.53846153846155,NA,NA
20220017158,63729.85,one year,NA,180,freehold
20220017159,18242,10-19 years,NA,NA,freehold
20220017166,100000,less than 1 year,NA,38.46153846153846,leasehold
20220017168,6835,5-9 years,93,NA,NA
20220017169,6118.92,5-9 years,83.07692307692308,NA,NA
20220017173,93785,30+ years,NA,NA,freehold
20220017175,14432.56,two years,110.76923076923077,NA,NA
20220017180,24956.6624,less than 1 year,124,NA,NA
20220017189,59492.5,5-9 years,NA,253.84615384615384,freehold
20220017194,45512.5,one year,NA,92.3076923076923,leasehold
20220017198,41040,20-29 years,NA,NA,freehold
20220017204,13835,30+ years,NA,NA,freehold
20220017205,11971,10-19 years,124.61538461538461,NA,NA
20220017208,75125,5-9 years,126.92307692307692,NA,NA
20220017209,95525,3-4 years,NA,207.69230769230768,freehold
20220017210,34246,20-29 years,NA,NA,freehold
20220017211,14976,5-9 years,80,NA,NA
20220017216,32887.5,10-19 years,NA,105.6923076923077,freehold
20220017218,18826.559999999998,5-9 years,0.23076923076923078,NA,NA
20220017223,46052,5-9 years,NA,NA,leasehold
20220017224,5757.5,3-4 years,84.46153846153847,NA,NA
20220017226,57075.61,5-9 years,NA,115.38461538461539,freehold
20220017229,36475,5-9 years,NA,99.23076923076923,freehold
20220017230,29127.8,10-19 years,NA,75.92307692307692,leasehold
20220017233,99532.5,5-9 years,NA,NA,freehold
20220017238,37500,5-9 years,NA,128.07692307692307,freehold
20220017243,9209,20-29 years,0,NA,NA
20220017249,27095,30+ years,NA,NA,freehold
20220017250,35881.479999999996,3-4 years,NA,99.23076923076923,freehold
20220017251,11830,30+ years,77.07692307692308,NA,NA
20220017257,9880,less than 1 year,115.38461538461539,NA,NA
20220017258,50555,two years,115.38461538461539,NA,NA
20220017260,8098.08,less than 1 year,80,NA,NA
20220017261,43250,5-9 years,NA,138.46153846153845,leasehold
20220017262,23531,30+ years,NA,NA,freehold
20220017263,30565.25,less than 1 year,357.6923076923077,NA,NA
20220017267,24737.5,less than 1 year,NA,126.92307692307692,freehold
20220017270,78897.2,3-4 years,NA,635.7815079660988,freehold
20220017272,9209,30+ years,NA,NA,freehold
20220017276,77289.5,3-4 years,NA,184.6153846153846,freehold
20220017282,23537.5,30+ years,NA,NA,freehold
20220017288,14056,10-19 years,101.40532544378698,NA,NA
20220017295,22501,30+ years,110.57692307692308,NA,NA
20220017298,51050.05,5-9 years,156.25,NA,NA
20220017309,10017.61,30+ years,97,NA,NA
20220017313,73025,5-9 years,NA,253.84615384615384,freehold
