id,gross_income,length_residence,weekly_rent,weekly_mortgage,freehold_leasehold
20220026369,13410,30+ years,NA,NA,freehold
20220026372,33492.5,30+ years,NA,NA,freehold
20220026373,37664,30+ years,NA,NA,freehold
20220026378,45835,30+ years,NA,NA,freehold
20220026383,35812.522,10-19 years,NA,267.30361407781913,leasehold
20220026396,14727,10-19 years,NA,NA,leasehold
20220026397,32740,10-19 years,NA,NA,freehold
20220026406,23255,5-9 years,120,NA,NA
20220026412,15975,30+ years,NA,NA,freehold
20220026413,12709,10-19 years,90,NA,NA
20220026415,17134.8,10-19 years,148.75,NA,NA
20220026416,72650,less than 1 year,NA,207.69230769230768,leasehold
20220026420,46540,5-9 years,116,NA,NA
20220026423,27675,10-19 years,115.38461538461539,NA,NA
20220026425,54451.5,30+ years,NA,NA,freehold
20220026430,100000,5-9 years,NA,576.9230769230769,freehold
20220026431,69450,10-19 years,NA,NA,freehold
20220026433,29942,10-19 years,0,NA,NA
20220026436,32114.75,10-19 years,NA,NA,freehold
20220026438,16392,5-9 years,96,NA,NA
20220026439,22917.5,5-9 years,NA,95.55656818281987,freehold
20220026443,79650.776099,two years,NA,173.76923076923077,freehold
20220026448,66250,10-19 years,NA,159.23076923076923,freehold
20220026449,29978,20-29 years,NA,NA,freehold
20220026450,72792.5,20-29 years,NA,NA,freehold
20220026451,6760,20-29 years,126.92307692307692,NA,NA
20220026452,98041.875152,10-19 years,NA,97.81253968709213,freehold
20220026454,6656,3-4 years,118,NA,NA
20220026455,28450.780000000002,two years,NA,183.46153846153845,freehold
20220026457,29127.8,two years,88.15384615384616,NA,NA
20220026461,86229.95,10-19 years,NA,230.76923076923077,freehold
20220026471,11830,3-4 years,91,NA,NA
20220026473,35343.75,5-9 years,NA,144.23076923076923,freehold
20220026476,100000,3-4 years,NA,679.4839668373571,freehold
20220026478,100000,20-29 years,154.6153846153846,NA,NA
20220026479,21757.32,one year,196.15384615384616,NA,NA
20220026484,100000,5-9 years,NA,207.69230769230768,freehold
20220026485,38288.64,two years,196.15384615384616,NA,NA
20220026486,7510,20-29 years,NA,NA,freehold
20220026488,20280,one year,72.84763313609467,NA,NA
20220026490,27300,3-4 years,50,NA,NA
20220026494,22052.5,3-4 years,135,NA,NA
20220026495,37300.3,one year,NA,150,freehold
20220026497,28108.039999999997,10-19 years,159.5,NA,NA
20220026499,10896,5-9 years,200.76923076923077,NA,NA
20220026506,10234.25,one year,NA,NA,leasehold
20220026513,100000,10-19 years,NA,NA,freehold
20220026514,100000,10-19 years,NA,300,freehold
20220026517,22100,10-19 years,94.23076923076923,NA,NA
20220026522,59217.5,5-9 years,NA,138.46153846153845,freehold
20220026523,66302.001762,30+ years,NA,NA,freehold
20220026529,27450,5-9 years,150,NA,NA
20220026530,25715.8,less than 1 year,NA,103.84615384615384,freehold
20220026536,100000,two years,NA,265.38461538461536,leasehold
20220026538,24575,less than 1 year,NA,NA,freehold
20220026539,15600,30+ years,122.5,NA,NA
20220026546,24700,3-4 years,81.23076923076923,NA,NA
20220026562,35835.8,10-19 years,NA,86.53846153846153,freehold
20220026566,13835,30+ years,NA,NA,freehold
20220026567,33443.8,10-19 years,122.48520710059172,NA,NA
20220026572,42855.8,one year,NA,NA,freehold
20220026573,16120,5-9 years,89,NA,NA
20220026579,25225.6,30+ years,NA,NA,freehold
20220026580,92355.82,10-19 years,NA,164.3572972744502,freehold
20220026583,40560,one year,155.76923076923077,NA,NA
20220026584,45674.8,5-9 years,NA,96.92307692307692,freehold
20220026585,40364.8,10-19 years,NA,150,freehold
20220026587,25117.5,3-4 years,173.07692307692307,NA,NA
20220026591,9880,10-19 years,50.53846153846154,0.02307692307692308,leasehold
20220026594,12251,5-9 years,127,NA,NA
20220026595,31481.25,20-29 years,NA,NA,freehold
20220026600,8124.4800000000005,5-9 years,130.76310192,NA,NA
20220026610,37500,one year,300,NA,NA
20220026616,15327,30+ years,NA,NA,NA
20220026618,37830,30+ years,88,NA,NA
20220026621,66315.878322,20-29 years,NA,38.46153846153846,freehold
20220026623,47022.9,two years,201.92307692307693,NA,NA
20220026625,14310,3-4 years,138.46153846153845,NA,NA
20220026630,45240,5-9 years,96,NA,NA
20220026632,25370,20-29 years,NA,NA,freehold
20220026633,9487.504,5-9 years,NA,NA,freehold
20220026636,35107.8,5-9 years,265.38461538461536,NA,NA
20220026637,26332.3,one year,NA,226.15384615384616,freehold
20220026644,23660,30+ years,NA,NA,freehold
20220026645,43735,20-29 years,NA,NA,freehold
20220026649,12547.919999999998,two years,90,NA,NA
20220026650,19835,3-4 years,76.23076923076923,NA,NA
20220026651,10114,3-4 years,79.25,NA,NA
20220026658,37314.8,10-19 years,118.15384615384616,NA,NA
20220026664,9475,10-19 years,115.38461538461539,NA,NA
20220026667,26242,less than 1 year,200,NA,NA
20220026678,64206.25,10-19 years,NA,125,freehold
20220026683,20280,two years,175.3846153846154,NA,NA
20220026684,38232.5,10-19 years,NA,78.46153846153847,freehold
20220026688,18200,5-9 years,61.15384615384615,NA,NA
20220026690,22100,20-29 years,138.46153846153845,NA,NA
20220026692,33599.8,two years,NA,101.53846153846153,leasehold
20220026693,12756.5,20-29 years,84.6413774,NA,NA
20220026695,12709,10-19 years,NA,NA,freehold
20220026700,32796.1572,20-29 years,94.15384615384616,NA,NA
20220026702,31128,30+ years,NA,NA,freehold
20220026703,72781.25,two years,NA,170.76923076923077,leasehold
20220026704,18910,5-9 years,NA,NA,freehold
20220026706,100000,20-29 years,NA,NA,freehold
20220026712,19258.75,30+ years,NA,NA,freehold
20220026716,83498.92,5-9 years,NA,336.923076923077,freehold
20220026719,76035,5-9 years,NA,138.46153846153845,freehold
20220026720,27117.5,less than 1 year,328.84615384615387,NA,NA
20220026723,72721,3-4 years,NA,149.2694024320212,freehold
20220026727,61112,30+ years,NA,222.5,freehold
20220026733,11173.08,10-19 years,NA,138.46153846153845,freehold
20220026739,43755,5-9 years,99.23076923076923,NA,NA
20220026745,39929.05,10-19 years,129.23076923076923,NA,NA
20220026750,26371,20-29 years,108,NA,NA
20220026755,20192.5,10-19 years,0,NA,NA
20220026756,50532.5,30+ years,NA,99.23076923076923,freehold
20220026757,45025,less than 1 year,138.46153846153845,NA,NA
20220026759,40323,30+ years,NA,NA,freehold
20220026760,25720,5-9 years,95,NA,NA
20220026761,64987.5,5-9 years,NA,NA,freehold
20220026765,72412.5,5-9 years,184.6153846153846,NA,NA
20220026767,4938.12,10-19 years,NA,121.15384615384616,freehold
20220026769,94360.46280000001,5-9 years,NA,NA,freehold
20220026770,13000,10-19 years,107,NA,NA
20220026774,78163.4982,20-29 years,NA,NA,freehold
20220026775,100000,20-29 years,NA,230.76923076923077,freehold
20220026776,67500,less than 1 year,NA,323.0769230769231,leasehold
20220026777,38546.55,3-4 years,131.53846153846155,NA,NA
20220026783,82500,3-4 years,253.84615384615384,NA,NA
20220026784,63457.3936,20-29 years,NA,NA,freehold
20220026786,43700,less than 1 year,NA,196.84615384615384,freehold
20220026788,32012.005,less than 1 year,135,NA,NA
20220026791,89932.5,5-9 years,NA,99.23076923076923,freehold
20220026794,52385,5-9 years,NA,NA,freehold
20220026795,100000,two years,NA,189.23076923076923,freehold
20220026797,24880.56,5-9 years,114.30288461538461,NA,NA
20220026807,19908,10-19 years,90,NA,NA
20220026808,24483.55,10-19 years,NA,45,freehold
20220026820,13796,20-29 years,105,NA,NA
20220026828,32500,two years,69.23076923076923,73.84615384615384,leasehold
20220026833,12238.75,30+ years,69.23076923076923,NA,NA
20220026836,43278.32343800001,5-9 years,263.0769230769231,NA,NA
20220026847,33539,30+ years,NA,NA,freehold
20220026850,27827.8,3-4 years,219.23076923076923,NA,NA
20220026857,68578.485272,20-29 years,NA,NA,freehold
20220026859,47250,two years,NA,212.30769230769232,freehold
20220026863,88860,20-29 years,NA,NA,freehold
20220026864,44200,10-19 years,NA,124.61538461538461,freehold
20220026870,21340,10-19 years,134,NA,NA
20220026875,16157.5,10-19 years,124,NA,NA
20220026877,11480,30+ years,82,NA,NA
20220026879,8328.119999999999,two years,108.46153846153847,NA,NA
20220026882,56450.400799999996,10-19 years,NA,120.55884579132541,freehold
20220026885,29569.5,10-19 years,NA,NA,leasehold
20220026889,35572.5,10-19 years,NA,NA,freehold
20220026898,47580,3-4 years,190.3846153846154,NA,NA
20220026899,3898.08,10-19 years,73,NA,NA
20220026900,7288.079999999999,10-19 years,64.61538461538461,NA,NA
20220026901,63367.55,one year,NA,189.23076923076923,freehold
20220026902,100000,10-19 years,NA,380.7692307692308,freehold
20220026904,16640,10-19 years,100,NA,NA
20220026905,49418.75,5-9 years,NA,161.53846153846155,freehold
20220026914,22100,5-9 years,NA,NA,freehold
20220026927,78075,20-29 years,NA,NA,freehold
20220026928,19240,10-19 years,79.61538461538461,NA,NA
20220026935,14690,10-19 years,109,NA,NA
20220026936,30050,5-9 years,NA,145.84615384615384,freehold
20220026937,4938.12,10-19 years,70.1923076923077,NA,NA
20220026941,41133.5868,5-9 years,93.23076923076923,NA,NA
20220026943,4938.12,5-9 years,137.14191445589745,NA,NA
20220026948,29414,30+ years,NA,NA,leasehold
20220026951,100000,10-19 years,NA,196.84615384615384,freehold
20220026952,76102.8,3-4 years,NA,242.30769230769232,freehold
20220026955,14690,30+ years,NA,NA,freehold
20220026959,29119.920000000002,10-19 years,97.5,NA,NA
20220026962,18963.75,30+ years,NA,NA,freehold
20220026964,15139.8,5-9 years,NA,NA,freehold
20220026969,29656,30+ years,98.07692307692308,NA,NA
20220026970,9209,one year,138.46153846153845,NA,NA
20220026971,29231,5-9 years,NA,284.2699684713696,freehold
20220026979,14056,3-4 years,0,NA,NA
20220026980,99687.5,less than 1 year,NA,415.38461538461536,freehold
20220026984,100000,5-9 years,NA,71.53846153846153,freehold
20220026990,51523.55,5-9 years,NA,106.621001737158,freehold
20220026993,37965,one year,126.92307692307692,NA,NA
20220026997,67930.16399999999,less than 1 year,NA,1419.7485643127636,freehold
20220026998,13228,3-4 years,134,NA,NA
20220026999,11830,20-29 years,75,NA,NA
20220027000,35654.922999999995,20-29 years,NA,106.15384615384616,freehold
20220027001,32476.373699999996,two years,207.69230769230768,NA,NA
20220027011,22484,30+ years,NA,NA,freehold
20220027012,31727.8,3-4 years,83.53846153846153,NA,NA
20220027014,32851,30+ years,NA,NA,freehold
20220027015,100000,10-19 years,NA,276.9230769230769,freehold
20220027016,36281.28,10-19 years,NA,110.76923076923077,freehold
20220027019,7786.08,20-29 years,75,NA,NA
20220027023,45556.520000000004,3-4 years,201.92307692307693,NA,NA
20220027025,50132.5,30+ years,NA,NA,freehold
20220027030,44056,10-19 years,NA,NA,freehold
20220027031,23752.5,30+ years,NA,NA,freehold
20220027037,38733.548725,10-19 years,NA,133.65180703890957,freehold
20220027044,3087.96,two years,64.38461538461539,NA,NA
20220027045,38943,30+ years,NA,NA,freehold
20220027056,15681,10-19 years,86,NA,NA
20220027057,22880,20-29 years,113,NA,NA
20220027059,53975,less than 1 year,276.9230769230769,NA,NA
20220027062,58870.43000000001,less than 1 year,NA,346.15384615384613,leasehold
20220027069,19500,20-29 years,NA,NA,freehold
20220027073,13986.25,30+ years,NA,NA,freehold
20220027074,39454.25,20-29 years,NA,NA,leasehold
20220027075,22107.8,less than 1 year,138.46153846153845,NA,NA
20220027077,93312.5,10-19 years,NA,204.03846153846155,freehold
20220027078,49094.8,3-4 years,60,NA,NA
20220027085,22030,20-29 years,67.3076923076923,0.02307692307692308,freehold
20220027087,47900,10-19 years,145.3846153846154,NA,NA
20220027092,4938.12,20-29 years,100,NA,NA
20220027093,14690,two years,NA,NA,freehold
20220027094,21666,3-4 years,140,NA,NA
20220027103,51028.05,10-19 years,NA,161.53846153846155,freehold
20220027104,81286.968,one year,NA,461.53846153846155,freehold
20220027116,11830,10-19 years,75,NA,NA
20220027118,100000,3-4 years,NA,461.53846153846155,freehold
20220027121,79257.5,two years,NA,311.53846153846155,freehold
20220027122,14174.8,10-19 years,NA,96.23076923076923,freehold
20220027124,52075,one year,NA,270.2307692307692,freehold
20220027125,14858.75,20-29 years,79,NA,NA
20220027127,18667.92,less than 1 year,95,NA,NA
20220027128,100000,two years,456.9230769230769,NA,NA
20220027130,52000,one year,NA,187.6153846153846,freehold
20220027132,14690,10-19 years,70,NA,NA
20220027133,72721.25,10-19 years,NA,NA,freehold
20220027135,46052,3-4 years,0,NA,NA
20220027136,90375,two years,NA,NA,freehold
20220027142,27947,two years,49.61538461538461,0.02307692307692308,leasehold
20220027147,39697.9344,3-4 years,NA,124.61538461538461,freehold
20220027149,44131.937722,20-29 years,84.92307692307692,NA,NA
20220027151,31983.9359,5-9 years,122.07692307692308,NA,NA
20220027154,44716.25,20-29 years,83.21005917159763,NA,NA
20220027159,22100,one year,80.3076923076923,36.92307692307692,leasehold
20220027161,54881.25,one year,NA,118.38461538461539,freehold
20220027163,100000,3-4 years,NA,387.6923076923077,freehold
20220027164,16128,5-9 years,245,NA,NA
20220027166,15262,less than 1 year,92,NA,NA
20220027168,9209,30+ years,107.6923076923077,NA,NA
20220027169,46079.8,10-19 years,131.53846153846155,NA,NA
20220027171,3900,less than 1 year,76,NA,NA
20220027173,40300,20-29 years,NA,93.23076923076923,leasehold
20220027174,80875,two years,219.23076923076923,NA,NA
20220027175,25575,two years,90.3383247123077,NA,NA
20220027176,31775,30+ years,103.84615384615384,NA,NA
20220027182,88437.5,5-9 years,NA,167.30769230769232,freehold
20220027183,10642,less than 1 year,265.38461538461536,NA,NA
20220027184,73305,10-19 years,NA,46.15384615384615,freehold
20220027185,12978,5-9 years,72.42603550295858,NA,NA
20220027189,79941.25,5-9 years,NA,276.9230769230769,freehold
20220027190,36700,less than 1 year,426.9230769230769,NA,NA
20220027194,100000,5-9 years,NA,184.6153846153846,freehold
20220027208,100000,two years,NA,288.46153846153845,leasehold
20220027211,79525,less than 1 year,NA,168.46153846153845,freehold
20220027215,53875,two years,NA,NA,freehold
20220027219,17836,3-4 years,122,NA,NA
20220027220,75074.8,3-4 years,NA,97.71408630216969,freehold
20220027232,86948.5,10-19 years,NA,NA,freehold
20220027233,3898.08,3-4 years,90,NA,NA
20220027234,64525,two years,229.6153846153846,NA,NA
20220027237,30050,one year,253.84615384615384,NA,NA
20220027238,76938.7104,5-9 years,NA,222.75301173151595,freehold
20220027245,84159,20-29 years,NA,138.46153846153845,freehold
20220027249,26525,20-29 years,NA,NA,freehold
20220027254,16017.5,3-4 years,NA,NA,leasehold
20220027260,74312.5,one year,207.69230769230768,NA,NA
20220027270,57200,less than 1 year,NA,115.38461538461539,leasehold
20220027276,85880.132,5-9 years,NA,223.84615384615384,freehold
20220027284,79499.8,5-9 years,235.00387644710207,NA,NA
20220027286,74846.94,10-19 years,NA,NA,freehold
20220027289,45530.8,one year,NA,180,freehold
20220027291,65584.85,10-19 years,NA,126.92307692307692,freehold
20220027292,55699.8,two years,NA,133.3846153846154,freehold
20220027293,47650,less than 1 year,NA,177.23076923076923,freehold
20220027297,42049.37,two years,0,NA,NA
20220027298,6552,20-29 years,NA,155.30769230769232,freehold
20220027299,31709,30+ years,110.94674556213019,NA,NA
20220027300,49475,less than 1 year,161.53846153846155,NA,NA
20220027304,72537.5,3-4 years,NA,207.69230769230768,freehold
20220027305,55573.5,10-19 years,NA,418.6438074255585,freehold
20220027318,85270.47,3-4 years,184.6153846153846,220.0782142959573,NA
20220027323,45627.8,less than 1 year,60,NA,NA
20220027325,48265.3,3-4 years,NA,274.61538461538464,freehold
20220027326,56540.3,5-9 years,346.15384615384613,NA,NA
20220027327,86604,5-9 years,NA,135.23076923076923,freehold
20220027330,14300,two years,85,NA,NA
20220027334,56073.729,less than 1 year,415.38461538461536,NA,NA
20220027340,3937.5,one year,NA,167.09746529920574,leasehold
20220027342,40635,5-9 years,357.6923076923077,NA,NA
20220027348,93000,10-19 years,NA,300,freehold
20220027351,9501,one year,156.71073019987463,NA,NA
20220027357,59552.8,less than 1 year,NA,207.69230769230768,freehold
20220027360,44052.5,one year,138.46153846153845,NA,NA
20220027363,24296.48,two years,81,NA,NA
20220027364,29017.8,3-4 years,NA,103.84615384615384,freehold
20220027368,49475,3-4 years,NA,138.46153846153845,freehold
20220027372,6787.5,5-9 years,68,NA,NA
20220027373,41202.4372,one year,NA,345,freehold
20220027376,9227.95,30+ years,140,NA,NA
20220027377,92418.75,10-19 years,NA,115.38461538461539,freehold
20220027378,78292.8784,one year,NA,332.3076923076923,freehold
20220027379,22082.261875999997,20-29 years,NA,121.74518928369936,freehold
20220027380,22853,20-29 years,NA,NA,freehold
20220027386,38090,5-9 years,NA,NA,freehold
20220027395,43215.857,3-4 years,162.5,NA,NA
20220027397,11669.240000000002,two years,138.46153846153845,NA,NA
20220027399,17749.8,20-29 years,NA,NA,leasehold
20220027402,9452.5,10-19 years,NA,NA,leasehold
20220027403,54712.5,less than 1 year,265.38461538461536,NA,NA
20220027406,51383.8,10-19 years,92.3076923076923,NA,NA
20220027412,29231,less than 1 year,306.2119249521296,NA,NA
20220027415,25227.8,5-9 years,126.92307692307692,NA,NA
20220027420,32612.5,10-19 years,346.15384615384613,NA,NA
20220027422,100000,3-4 years,NA,NA,freehold
20220027424,57612.5,3-4 years,NA,123.15330507401828,leasehold
20220027427,100000,two years,NA,868.7367457529122,freehold
20220027430,37187.5,5-9 years,NA,NA,freehold
20220027431,26272.5,10-19 years,62.07692307692308,NA,NA
20220027434,12985.5,5-9 years,88,NA,NA
20220027436,37225,one year,111.23076923076923,NA,NA
20220027439,17865,less than 1 year,NA,NA,leasehold
20220027440,7060,one year,NA,2409.3822915767,freehold
20220027443,62643.75,10-19 years,NA,103.84615384615384,freehold
20220027444,16259,20-29 years,NA,NA,freehold
20220027450,52375,3-4 years,158.07692307692307,NA,NA
20220027453,18668,10-19 years,105.76923076923077,NA,NA
20220027459,92422.3,20-29 years,NA,NA,freehold
20220027468,9209,10-19 years,82,NA,NA
20220027469,100000,10-19 years,NA,233.07692307692307,freehold
20220027473,100000,3-4 years,NA,392.3076923076923,freehold
20220027474,100000,3-4 years,NA,184.6153846153846,freehold
20220027475,38347.5,30+ years,NA,NA,leasehold
20220027477,40518.75,less than 1 year,NA,88.61538461538461,leasehold
20220027479,10642,3-4 years,82,NA,NA
20220027482,21357.5,less than 1 year,176.53846153846155,NA,NA
20220027483,14056,5-9 years,334.61538461538464,NA,NA
20220027499,27428,10-19 years,80.76923076923077,NA,NA
